airport code,time zone
HLS,Tasmania Standard Time
HLT,AUS Eastern Standard Time
HLU,Central Pacific Standard Time
HLV,E. Australia Standard Time
HLW,South Africa Standard Time
HLZ,New Zealand Standard Time
HMA,Ekaterinburg Standard Time
HMB,Egypt Standard Time
HME,W. Central Africa Standard Time
HMG,AUS Central Standard Time
HMI,China Standard Time
HMJ,FLE Standard Time
HMN,Mountain Standard Time
HMO,US Mountain Standard Time
HMR,W. Europe Standard Time
HMS,SE Asia Standard Time
HMT,Pacific Standard Time
HMV,W. Europe Standard Time
HMY,Korea Standard Time
HNA,Tokyo Standard Time
HNB,Eastern Standard Time
HNC,Eastern Standard Time
HND,Tokyo Standard Time
HNH,Alaskan Standard Time
HNI,West Pacific Standard Time
HNL,Hawaiian Standard Time
HNM,Hawaiian Standard Time
HNN,West Pacific Standard Time
HNS,Alaskan Standard Time
HNY,China Standard Time
HOA,E. Africa Standard Time
HOB,Mountain Standard Time
HOC,West Pacific Standard Time
HOD,Arab Standard Time
HOE,SE Asia Standard Time
HOF,Arab Standard Time
HOG,Cuba Standard Time
HOH,W. Europe Standard Time
HOI,Hawaiian Standard Time
HOK,AUS Central Standard Time
HOM,Alaskan Standard Time
HON,Central Standard Time
HOO,SE Asia Standard Time
HOP,Central Standard Time
HOQ,W. Europe Standard Time
HOR,Azores Standard Time
HOS,Argentina Standard Time
HOT,Central Standard Time
HOU,Central Standard Time
HOV,W. Europe Standard Time
HOX,Myanmar Standard Time
HPA,Tonga Standard Time
HPB,Alaskan Standard Time
HPE,E. Australia Standard Time
HPG,China Standard Time
HPH,SE Asia Standard Time
HPN,Eastern Standard Time
HPR,South Africa Standard Time
HPT,Central Standard Time
HPV,Hawaiian Standard Time
HPY,Central Standard Time
HQM,Pacific Standard Time
HRB,China Standard Time
HRC,Central Asia Standard Time
HRE,South Africa Standard Time
HRG,Egypt Standard Time
HRI,Sri Lanka Standard Time
HRK,FLE Standard Time
HRL,Central Standard Time
HRM,W. Central Africa Standard Time
HRO,Central Standard Time
HRR,SA Pacific Standard Time
HRS,South Africa Standard Time
HRT,GMT Standard Time
HRY,AUS Central Standard Time
HRZ,E. South America Standard Time
HSA,Central Asia Standard Time
HSB,Central Standard Time
HSC,China Standard Time
HSG,Tokyo Standard Time
HSH,Pacific Standard Time
HSI,Central Standard Time
HSJ,China Standard Time
HSK,Romance Standard Time
HSL,Alaskan Standard Time
HSM,AUS Eastern Standard Time
HSN,China Standard Time
HSP,Eastern Standard Time
HSS,India Standard Time
HST,Eastern Standard Time
HSV,Central Standard Time
HSZ,Taipei Standard Time
HTA,Transbaikal Standard Time
HTG,North Asia Standard Time
HTH,Pacific Standard Time
HTI,E. Australia Standard Time
HTL,Eastern Standard Time
HTM,Ulaanbaatar Standard Time
HTN,China Standard Time
HTO,Eastern Standard Time
HTR,Tokyo Standard Time
HTS,Eastern Standard Time
HTT,China Standard Time
HTU,AUS Eastern Standard Time
HTV,Central Standard Time
HTW,Eastern Standard Time
HTY,Turkey Standard Time
HTZ,SA Pacific Standard Time
HUA,Central Standard Time
HUB,AUS Central Standard Time
HUC,SA Western Standard Time
HUD,Central Standard Time
HUE,E. Africa Standard Time
HUF,US Eastern Standard Time
HUG,Central America Standard Time
HUH,Hawaiian Standard Time
HUI,SE Asia Standard Time
HUJ,Central Standard Time
HUK,South Africa Standard Time
HUL,Atlantic Standard Time
HUM,Central Standard Time
HUN,Taipei Standard Time
HUO,China Standard Time
HUQ,Libya Standard Time
HUS,Alaskan Standard Time
HUT,Central Standard Time
HUU,SA Pacific Standard Time
HUW,SA Western Standard Time
HUX,Central Standard Time (Mexico)
HUY,GMT Standard Time
HUZ,China Standard Time
HVA,E. Africa Standard Time
HVB,E. Australia Standard Time
HVD,W. Mongolia Standard Time
HVE,Mountain Standard Time
HVG,W. Europe Standard Time
HVK,Greenwich Standard Time
HVM,Greenwich Standard Time
HVN,Eastern Standard Time
HVR,Mountain Standard Time
HVS,Eastern Standard Time
HWA,West Pacific Standard Time
HWD,Pacific Standard Time
HWK,Cen. Australia Standard Time
HWN,South Africa Standard Time
HWO,Eastern Standard Time
HXD,China Standard Time
HXX,AUS Eastern Standard Time
HYA,Eastern Standard Time
HYC,GMT Standard Time
HYD,India Standard Time
HYF,West Pacific Standard Time
HYG,Alaskan Standard Time
HYL,Alaskan Standard Time
HYN,China Standard Time
HYR,Central Standard Time
HYS,Central Standard Time
HYV,FLE Standard Time
HZA,China Standard Time
HZB,Romance Standard Time
HZG,China Standard Time
HZH,China Standard Time
HZK,Greenwich Standard Time
HZL,Eastern Standard Time
HZP,Mountain Standard Time
HZU,China Standard Time
HZV,South Africa Standard Time
IAA,North Asia Standard Time
IAB,Central Standard Time
IAD,Eastern Standard Time
IAG,Eastern Standard Time
IAH,Central Standard Time
IAL,West Pacific Standard Time
IAM,W. Central Africa Standard Time
IAN,Alaskan Standard Time
IAO,Singapore Standard Time
IAQ,Iran Standard Time
IAR,Russian Standard Time
IAS,GTB Standard Time
IBA,W. Central Africa Standard Time
IBB,Central America Standard Time
IBE,SA Pacific Standard Time
IBI,West Pacific Standard Time
IBL,South Africa Standard Time
IBO,South Africa Standard Time
IBP,SA Pacific Standard Time
IBR,Tokyo Standard Time
IBZ,Romance Standard Time
ICA,Venezuela Standard Time
ICC,Venezuela Standard Time
ICI,Fiji Standard Time
ICK,SA Eastern Standard Time
ICL,Central Standard Time
ICN,Korea Standard Time
ICO,Singapore Standard Time
ICR,Cuba Standard Time
ICS,Mountain Standard Time
ICT,Central Standard Time
ICY,Alaskan Standard Time
IDA,Mountain Standard Time
IDB,W. Europe Standard Time
IDF,W. Central Africa Standard Time
IDH,Pacific Standard Time
IDI,Eastern Standard Time
IDK,Cen. Australia Standard Time
IDN,West Pacific Standard Time
IDO,Tocantins Standard Time
IDP,Central Standard Time
IDR,India Standard Time
IDY,Romance Standard Time
IEG,Central European Standard Time
IEJ,Tokyo Standard Time
IES,W. Europe Standard Time
IEV,FLE Standard Time
IFA,Central Standard Time
IFF,E. Australia Standard Time
IFH,Iran Standard Time
IFJ,Greenwich Standard Time
IFL,E. Australia Standard Time
IFN,Iran Standard Time
IFO,FLE Standard Time
IFP,US Mountain Standard Time
IFU,West Asia Standard Time
IGA,Eastern Standard Time
IGB,Argentina Standard Time
IGD,Turkey Standard Time
IGE,W. Central Africa Standard Time
IGG,Alaskan Standard Time
IGH,E. Australia Standard Time
IGL,Turkey Standard Time
IGM,US Mountain Standard Time
IGN,Singapore Standard Time
IGO,SA Pacific Standard Time
IGR,Argentina Standard Time
IGS,W. Europe Standard Time
IGT,Russian Standard Time
IGU,Argentina Standard Time
IHC,South Africa Standard Time
IHN,Arab Standard Time
IHO,E. Africa Standard Time
IHR,Iran Standard Time
IHU,West Pacific Standard Time
IIA,GMT Standard Time
IIL,Iran Standard Time
IIS,Bougainville Standard Time
IJK,Russia Time Zone 3
IJU,E. South America Standard Time
IKA,Iran Standard Time
IKB,Eastern Standard Time
IKI,Tokyo Standard Time
IKK,Central Standard Time
IKL,W. Central Africa Standard Time
IKO,Alaskan Standard Time
IKP,E. Australia Standard Time
IKS,Yakutsk Standard Time
IKT,North Asia East Standard Time
IKU,Central Asia Standard Time
ILA,Tokyo Standard Time
ILD,Romance Standard Time
ILE,Central Standard Time
ILF,Central Standard Time
ILG,Eastern Standard Time
ILH,W. Europe Standard Time
ILI,Alaskan Standard Time
ILK,E. Africa Standard Time
ILL,Central Standard Time
ILM,Eastern Standard Time
ILN,Eastern Standard Time
ILO,Singapore Standard Time
ILP,Central Pacific Standard Time
ILQ,SA Pacific Standard Time
ILR,W. Central Africa Standard Time
ILU,E. Africa Standard Time
ILY,GMT Standard Time
ILZ,Central Europe Standard Time
IMA,West Pacific Standard Time
IMB,SA Western Standard Time
IMD,West Pacific Standard Time
IMF,India Standard Time
IMG,South Africa Standard Time
IMI,UTC+12
IMK,Nepal Standard Time
IML,Mountain Standard Time
IMM,Eastern Standard Time
IMN,West Pacific Standard Time
IMO,W. Central Africa Standard Time
IMP,SA Eastern Standard Time
IMQ,Iran Standard Time
IMT,Central Standard Time
INA,Russian Standard Time
INB,Central America Standard Time
INC,China Standard Time
IND,US Eastern Standard Time
INE,South Africa Standard Time
INF,W. Central Africa Standard Time
INH,South Africa Standard Time
INI,Central Europe Standard Time
INJ,E. Australia Standard Time
INK,Central Standard Time
INL,Central Standard Time
INM,Cen. Australia Standard Time
INN,W. Europe Standard Time
INO,W. Central Africa Standard Time
INQ,GMT Standard Time
INS,Pacific Standard Time
INT,Eastern Standard Time
INU,UTC+12
INV,GMT Standard Time
INW,US Mountain Standard Time
INX,Tokyo Standard Time
INY,South Africa Standard Time
INZ,W. Central Africa Standard Time
IOA,GTB Standard Time
IOK,West Pacific Standard Time
IOM,GMT Standard Time
ION,W. Central Africa Standard Time
IOP,West Pacific Standard Time
IOQ,Greenland Standard Time
IOR,GMT Standard Time
IOS,Bahia Standard Time
IOW,Central Standard Time
IPA,Central Pacific Standard Time
IPC,Easter Island Standard Time
IPE,Singapore Standard Time
IPG,SA Pacific Standard Time
IPH,Singapore Standard Time
IPI,SA Pacific Standard Time
IPL,Pacific Standard Time
IPN,E. South America Standard Time
IPT,Eastern Standard Time
IPU,Bahia Standard Time
IPZ,Central America Standard Time
IQA,Arabic Standard Time
IQM,China Standard Time
IQN,China Standard Time
IQQ,Pacific SA Standard Time
IQT,SA Pacific Standard Time
IRA,Central Pacific Standard Time
IRB,Central Standard Time
IRC,Alaskan Standard Time
IRD,Bangladesh Standard Time
IRE,Bahia Standard Time
IRG,E. Australia Standard Time
IRI,E. Africa Standard Time
IRJ,Argentina Standard Time
IRK,Central Standard Time
IRM,Ekaterinburg Standard Time
IRN,Central America Standard Time
IRO,W. Central Africa Standard Time
IRP,South Africa Standard Time
IRS,Eastern Standard Time
IRU,Sri Lanka Standard Time
IRZ,SA Western Standard Time
ISA,E. Australia Standard Time
ISB,Pakistan Standard Time
ISC,GMT Standard Time
ISD,SA Pacific Standard Time
ISE,Turkey Standard Time
ISG,Tokyo Standard Time
ISI,E. Australia Standard Time
ISJ,Eastern Standard Time (Mexico)
ISK,India Standard Time
ISL,Turkey Standard Time
ISM,Eastern Standard Time
ISO,Eastern Standard Time
ISP,Eastern Standard Time
ISQ,Eastern Standard Time
ISS,Eastern Standard Time
IST,Turkey Standard Time
ISU,Arabic Standard Time
ISW,Central Standard Time
ITA,SA Western Standard Time
ITB,SA Eastern Standard Time
ITE,Bahia Standard Time
ITH,Eastern Standard Time
ITK,West Pacific Standard Time
ITM,Tokyo Standard Time
ITN,Bahia Standard Time
ITO,Hawaiian Standard Time
ITP,E. South America Standard Time
ITQ,E. South America Standard Time
ITR,E. South America Standard Time
ITU,Vladivostok Standard Time
IUA,Eastern Standard Time
IUE,UTC-11
IUI,Greenland Standard Time
IUL,Tokyo Standard Time
IUP,SA Western Standard Time
IVA,E. Africa Standard Time
IVC,New Zealand Standard Time
IVG,Central Europe Standard Time
IVI,SA Pacific Standard Time
IVL,FLE Standard Time
IVR,AUS Eastern Standard Time
IVW,AUS Central Standard Time
IWA,Russian Standard Time
IWD,Central Standard Time
IWJ,Tokyo Standard Time
IWK,Tokyo Standard Time
IWO,Tokyo Standard Time
IWS,Central Standard Time
IXA,Bangladesh Standard Time
IXB,India Standard Time
IXC,India Standard Time
IXD,India Standard Time
IXE,India Standard Time
IXG,India Standard Time
IXH,Bangladesh Standard Time
IXI,India Standard Time
IXJ,India Standard Time
IXK,India Standard Time
IXL,India Standard Time
IXM,India Standard Time
IXN,Bangladesh Standard Time
IXP,India Standard Time
IXQ,India Standard Time
IXR,India Standard Time
IXS,India Standard Time
IXT,India Standard Time
IXU,India Standard Time
IXV,India Standard Time
IXW,India Standard Time
IXX,India Standard Time
IXY,India Standard Time
IXZ,India Standard Time
IYK,Pacific Standard Time
IZA,E. South America Standard Time
IZE,W. Europe Standard Time
IZO,Tokyo Standard Time
IZT,Central Standard Time (Mexico)
JAA,Afghanistan Standard Time
JAB,AUS Central Standard Time
JAC,Mountain Standard Time
JAD,W. Australia Standard Time
JAE,SA Pacific Standard Time
JAF,Sri Lanka Standard Time
JAG,Pakistan Standard Time
JAI,India Standard Time
JAK,Haiti Standard Time
JAL,Central Standard Time (Mexico)
JAM,FLE Standard Time
JAN,Central Standard Time
JAP,Central America Standard Time
JAQ,West Pacific Standard Time
JAR,Iran Standard Time
JAS,Central Standard Time
JAT,UTC+12
JAU,SA Pacific Standard Time
JAV,Greenland Standard Time
JAW,SA Eastern Standard Time
JAX,Eastern Standard Time
JBB,SE Asia Standard Time
JBQ,SA Western Standard Time
JBR,Central Standard Time
JBS,E. South America Standard Time
JBT,Alaskan Standard Time
JCA,Romance Standard Time
JCB,E. South America Standard Time
JCH,Greenland Standard Time
JCI,Central Standard Time
JCJ,Korea Standard Time
JCK,E. Australia Standard Time
JCM,Bahia Standard Time
JCR,SA Eastern Standard Time
JCS,SA Eastern Standard Time
JCT,Central Standard Time
JCU,Morocco Standard Time
JCY,Central Standard Time
JDA,Pacific Standard Time
JDE,China Standard Time
JDF,E. South America Standard Time
JDG,Korea Standard Time
JDH,India Standard Time
JDN,Mountain Standard Time
JDO,SA Eastern Standard Time
JDP,Romance Standard Time
JDR,E. South America Standard Time
JDZ,China Standard Time
JED,Arab Standard Time
JEE,Haiti Standard Time
JEF,Central Standard Time
JEG,Greenland Standard Time
JEJ,UTC+12
JEK,South Africa Standard Time
JEQ,Bahia Standard Time
JER,GMT Standard Time
JFK,Eastern Standard Time
JFN,Eastern Standard Time
JFR,Greenland Standard Time
JGA,India Standard Time
JGB,India Standard Time
JGD,China Standard Time
JGN,China Standard Time
JGO,Greenland Standard Time
JGR,Greenland Standard Time
JGS,China Standard Time
JHB,Singapore Standard Time
JHF,E. South America Standard Time
JHG,China Standard Time
JHL,Mountain Standard Time
JHM,Hawaiian Standard Time
JHS,Greenland Standard Time
JHW,Eastern Standard Time
JIA,Central Brazilian Standard Time
JIB,E. Africa Standard Time
JIC,China Standard Time
JIJ,E. Africa Standard Time
JIK,GTB Standard Time
JIL,China Standard Time
JIM,E. Africa Standard Time
JIN,E. Africa Standard Time
JIO,Tokyo Standard Time
JIP,SA Pacific Standard Time
JIQ,China Standard Time
JIR,Nepal Standard Time
JIU,China Standard Time
JIW,Pakistan Standard Time
JJD,SA Eastern Standard Time
JJG,E. South America Standard Time
JJI,SA Pacific Standard Time
JJM,E. Africa Standard Time
JJN,China Standard Time
JJU,Greenland Standard Time
JKG,W. Europe Standard Time
JKH,GTB Standard Time
JKL,GTB Standard Time
JKR,Nepal Standard Time
JKV,Central Standard Time
JLA,Alaskan Standard Time
JLN,Central Standard Time
JLR,India Standard Time
JLS,E. South America Standard Time
JMB,W. Central Africa Standard Time
JMJ,China Standard Time
JMK,GTB Standard Time
JMO,Nepal Standard Time
JMS,Central Standard Time
JMU,China Standard Time
JNA,E. South America Standard Time
JNB,South Africa Standard Time
JNG,China Standard Time
JNJ,Arabian Standard Time
JNN,Greenland Standard Time
JNS,Greenland Standard Time
JNU,Alaskan Standard Time
JNX,GTB Standard Time
JNZ,China Standard Time
JOE,FLE Standard Time
JOG,SE Asia Standard Time
JOH,South Africa Standard Time
JOI,E. South America Standard Time
JOJ,Mountain Standard Time
JOK,Russian Standard Time
JOL,Singapore Standard Time
JOM,E. Africa Standard Time
JOP,West Pacific Standard Time
JOS,W. Central Africa Standard Time
JOT,Central Standard Time
JPA,SA Eastern Standard Time
JPE,SA Eastern Standard Time
JPN,Eastern Standard Time
JPO,SA Eastern Standard Time
JPR,SA Western Standard Time
JPY,E. South America Standard Time
JQA,Greenland Standard Time
JQE,SA Pacific Standard Time
JRA,Eastern Standard Time
JRB,Eastern Standard Time
JRF,Hawaiian Standard Time
JRG,India Standard Time
JRH,India Standard Time
JRN,Central Brazilian Standard Time
JRO,E. Africa Standard Time
JSA,India Standard Time
JSB,SA Eastern Standard Time
JSH,GTB Standard Time
JSI,GTB Standard Time
JSJ,China Standard Time
JSK,Iran Standard Time
JSM,Argentina Standard Time
JSR,Bangladesh Standard Time
JST,Eastern Standard Time
JSU,Greenland Standard Time
JSY,GTB Standard Time
JTA,SA Eastern Standard Time
JTC,E. South America Standard Time
JTI,E. South America Standard Time
JTN,E. South America Standard Time
JTR,GTB Standard Time
JTY,GTB Standard Time
JUA,Central Brazilian Standard Time
JUB,South Sudan Standard Time
JUH,China Standard Time
JUI,W. Europe Standard Time
JUJ,Argentina Standard Time
JUK,Greenland Standard Time
JUL,SA Pacific Standard Time
JUM,Nepal Standard Time
JUN,E. Australia Standard Time
JUO,SA Pacific Standard Time
JUR,W. Australia Standard Time
